symbol,name,fetch_timestamp,price,open,high,low,prev_close,price_change,price_change_pct,volume,quote_volume,trades_count,weighted_avg,price_range,volatility_pct,trade_intensity,vwap_deviation,volatility_label,market_signal
BTCUSDT,Bitcoin,2026-03-15T16:08:59.343226,71712.07,70657.48,71940.49,70500.0,70657.47,1054.59,1.493,11215.385,798570330.47,1703681,71203.11319,1440.49,2.0387,468.7323,0.7148,Medium,Buy
ETHUSDT,Ethereum,2026-03-15T16:08:59.343226,2117.83,2069.62,2123.44,2069.19,2069.62,48.21,2.329,130210.4978,272611501.62,1455973,2093.62153,54.25,2.6213,187.2366,1.1563,Medium,Strong Buy
BNBUSDT,Binance Coin,2026-03-15T16:08:59.343226,662.69,652.07,666.55,651.85,652.07,10.62,1.629,52130.659,34276941.15,455957,657.519813,14.7,2.2544,75.1758,0.7863,Medium,Buy
SOLUSDT,Solana,2026-03-15T16:08:59.343226,88.36,86.79,88.88,86.62,86.79,1.57,1.809,1378499.94,120925375.45,451869,87.722438,2.26,2.604,267.6116,0.7268,Medium,Buy
XRPUSDT,XRP,2026-03-15T16:08:59.343226,1.4159,1.3918,1.4211,1.3871,1.3918,0.0241,1.732,54135884.4,75992145.98,293805,1.40373,0.034,2.4429,258.6482,0.867,Medium,Buy
DOGEUSDT,Dogecoin,2026-03-15T16:08:59.343226,0.09614,0.09479,0.09746,0.09436,0.0948,0.00135,1.424,622241459.0,59568545.87,402858,0.095732,0.0031,3.2704,147.8649,0.4262,High,Buy
ADAUSDT,Cardano,2026-03-15T16:08:59.343226,0.2656,0.2603,0.2673,0.2585,0.2603,0.0053,2.036,78598376.8,20624957.55,82363,0.262409,0.0088,3.3807,250.4153,1.216,High,Strong Buy
AVAXUSDT,Avalanche,2026-03-15T16:08:59.343226,9.81,9.56,9.87,9.54,9.56,0.25,2.615,926383.61,8968248.31,32333,9.680923,0.33,3.4519,277.3714,1.3333,High,Strong Buy
SHIBUSDT,Shiba Inu,2026-03-15T16:08:59.343226,6e-06,6e-06,6e-06,6e-06,6e-06,-0.0,-0.679,470266883548.0,2760812.26,73908,6e-06,0.0,,37.3547,0.0,Unknown,Sell
DOTUSDT,Polkadot,2026-03-15T16:08:59.343226,1.429,1.439,1.444,1.392,1.439,-0.01,-0.695,5456237.62,7739911.36,33795,1.418544,0.052,3.6136,229.0253,0.7371,High,Sell
BTCUSDT,Bitcoin,2026-03-15T16:10:04.949859,71702.01,70677.81,71940.49,70500.0,70677.8,1024.2,1.449,11216.7617,798672991.14,1704197,71203.526758,1440.49,2.0381,468.6506,0.7001,Medium,Buy
ETHUSDT,Ethereum,2026-03-15T16:10:04.949859,2117.43,2070.33,2123.44,2069.19,2070.33,47.1,2.275,130162.2922,272513489.67,1456629,2093.643905,54.25,2.6204,187.085,1.1361,Medium,Strong Buy
BNBUSDT,Binance Coin,2026-03-15T16:10:04.949859,662.28,652.19,666.55,651.85,652.19,10.09,1.547,52184.455,34312682.56,456257,657.526893,14.7,2.2539,75.2047,0.7229,Medium,Buy
SOLUSDT,Solana,2026-03-15T16:10:04.949859,88.33,86.81,88.88,86.62,86.82,1.52,1.751,1379358.453,121001820.65,452181,87.72326,2.26,2.6034,267.596,0.6917,Medium,Buy
XRPUSDT,XRP,2026-03-15T16:10:04.949859,1.415,1.3917,1.4211,1.3871,1.3917,0.0233,1.674,54155904.4,76020695.39,293953,1.403738,0.034,2.4431,258.6151,0.8023,Medium,Buy
DOGEUSDT,Dogecoin,2026-03-15T16:10:04.949859,0.09609,0.0948,0.09746,0.09436,0.0948,0.00129,1.361,622269561.0,59572088.26,403003,0.095734,0.0031,3.27,147.8205,0.3719,High,Buy
ADAUSDT,Cardano,2026-03-15T16:10:04.949859,0.2655,0.2603,0.2673,0.2585,0.2603,0.0052,1.998,78581266.3,20620546.47,82350,0.26241,0.0088,3.3807,250.4013,1.1775,High,Buy
AVAXUSDT,Avalanche,2026-03-15T16:10:04.949859,9.8,9.57,9.87,9.54,9.56,0.23,2.403,926688.41,8971238.17,32341,9.680965,0.33,3.4483,277.3952,1.2296,High,Strong Buy
SHIBUSDT,Shiba Inu,2026-03-15T16:10:04.949859,6e-06,6e-06,6e-06,6e-06,6e-06,-0.0,-0.678,470282811403.0,2760904.98,73914,6e-06,0.0,,37.3529,0.0,Unknown,Sell
DOTUSDT,Polkadot,2026-03-15T16:10:04.949859,1.428,1.439,1.444,1.392,1.439,-0.011,-0.764,5457220.06,7741314.47,33813,1.418545,0.052,3.6136,228.9449,0.6665,High,Sell
BTCUSDT,Bitcoin,2026-03-15T16:15:05.546000,71718.47,70671.2,71940.49,70500.0,70671.2,1047.27,1.482,11227.6794,799473827.7,1704803,71205.615789,1440.49,2.0383,468.9538,0.7202,Medium,Buy
ETHUSDT,Ethereum,2026-03-15T16:15:05.546000,2118.32,2070.42,2123.44,2069.19,2070.42,47.9,2.314,130027.0436,272239590.34,1456610,2093.715144,54.25,2.6202,186.8994,1.1752,Medium,Strong Buy
BNBUSDT,Binance Coin,2026-03-15T16:15:05.546000,662.42,652.07,666.55,651.85,652.07,10.35,1.587,52164.571,34301027.89,456772,657.554107,14.7,2.2544,75.0944,0.74,Medium,Buy
SOLUSDT,Solana,2026-03-15T16:15:05.546000,88.37,86.79,88.88,86.62,86.8,1.58,1.82,1378158.525,120900242.07,451996,87.725933,2.26,2.604,267.4808,0.7342,Medium,Buy
XRPUSDT,XRP,2026-03-15T16:15:05.546000,1.4153,1.3918,1.4211,1.3871,1.3917,0.0235,1.688,54118792.9,75971679.87,294241,1.403795,0.034,2.4429,258.1954,0.8196,Medium,Buy
DOGEUSDT,Dogecoin,2026-03-15T16:15:05.546000,0.09613,0.09473,0.09746,0.09436,0.09473,0.0014,1.478,621388528.0,59489416.5,402785,0.095736,0.0031,3.2725,147.6952,0.4115,High,Buy
ADAUSDT,Cardano,2026-03-15T16:15:05.546000,0.2659,0.2604,0.2673,0.2585,0.2603,0.0055,2.112,78478259.3,20594167.05,82385,0.262419,0.0088,3.3794,249.9747,1.3265,High,Strong Buy
AVAXUSDT,Avalanche,2026-03-15T16:15:05.546000,9.8,9.55,9.87,9.54,9.55,0.25,2.618,930632.0,9010176.59,32349,9.681782,0.33,3.4555,278.5303,1.221,High,Strong Buy
SHIBUSDT,Shiba Inu,2026-03-15T16:15:05.546000,6e-06,6e-06,6e-06,6e-06,6e-06,-0.0,-0.509,468853128553.0,2752480.59,73784,6e-06,0.0,,37.3046,0.0,Unknown,Sell
DOTUSDT,Polkadot,2026-03-15T16:15:05.546000,1.43,1.438,1.444,1.392,1.439,-0.008,-0.556,5459825.07,7745006.72,33876,1.418545,0.052,3.6161,228.6281,0.8075,High,Sell
BTCUSDT,Bitcoin,2026-03-15T16:20:04.946134,71757.0,70657.33,71940.49,70500.0,70657.33,1099.67,1.556,11233.7875,799945573.48,1708912,71208.893189,1440.49,2.0387,468.1023,0.7697,Medium,Buy
ETHUSDT,Ethereum,2026-03-15T16:20:04.946134,2118.4,2070.0,2123.44,2069.19,2070.01,48.4,2.338,130100.5559,272406856.22,1457937,2093.817773,54.25,2.6208,186.8441,1.174,Medium,Strong Buy
BNBUSDT,Binance Coin,2026-03-15T16:20:04.946134,662.09,652.11,666.55,651.85,652.11,9.98,1.53,52392.547,34452814.47,458297,657.58999,14.7,2.2542,75.1757,0.6843,Medium,Buy
SOLUSDT,Solana,2026-03-15T16:20:04.946134,88.34,86.76,88.88,86.62,86.75,1.58,1.821,1377299.446,120832708.97,452309,87.731618,2.26,2.6049,267.1464,0.6935,Medium,Buy
XRPUSDT,XRP,2026-03-15T16:20:04.946134,1.4161,1.3915,1.4211,1.3871,1.3914,0.0246,1.768,54219384.7,76116403.98,294734,1.40386,0.034,2.4434,258.2546,0.8719,Medium,Buy
DOGEUSDT,Dogecoin,2026-03-15T16:20:04.946134,0.09615,0.09476,0.09746,0.09436,0.09476,0.00139,1.467,621620421.0,59513796.85,402841,0.09574,0.0031,3.2714,147.7352,0.4282,High,Buy
ADAUSDT,Cardano,2026-03-15T16:20:04.946134,0.2659,0.2603,0.2673,0.2585,0.2603,0.0056,2.151,78518780.5,20606364.88,82553,0.262439,0.0088,3.3807,249.6138,1.3188,High,Strong Buy
AVAXUSDT,Avalanche,2026-03-15T16:20:04.946134,9.81,9.55,9.87,9.54,9.55,0.26,2.723,931813.16,9021955.41,32405,9.682151,0.33,3.4555,278.4124,1.3205,High,Strong Buy
SHIBUSDT,Shiba Inu,2026-03-15T16:20:04.946134,6e-06,6e-06,6e-06,6e-06,6e-06,-0.0,-0.17,470798625557.0,2763810.64,74040,6e-06,0.0,,37.3286,0.0,Unknown,Sell
DOTUSDT,Polkadot,2026-03-15T16:20:04.946134,1.429,1.438,1.444,1.392,1.438,-0.009,-0.626,5484666.23,7780495.88,33939,1.418591,0.052,3.6161,229.2494,0.7338,High,Sell
BTCUSDT,Bitcoin,2026-03-15T16:25:06.504307,71754.62,70673.06,71940.49,70500.0,70673.06,1081.56,1.53,11229.4684,799666908.27,1708948,71211.466288,1440.49,2.0382,467.9293,0.7627,Medium,Buy
ETHUSDT,Ethereum,2026-03-15T16:25:06.504307,2118.37,2070.59,2123.44,2069.19,2070.59,47.78,2.308,129512.845,271196091.32,1455349,2093.970612,54.25,2.62,186.3444,1.1652,Medium,Strong Buy
BNBUSDT,Binance Coin,2026-03-15T16:25:06.504307,661.86,652.19,666.55,651.85,652.19,9.67,1.483,52500.018,34525426.42,459370,657.626944,14.7,2.2539,75.1582,0.6437,Medium,Buy
SOLUSDT,Solana,2026-03-15T16:25:06.504307,88.33,86.85,88.88,86.62,86.85,1.48,1.704,1364252.471,119703837.58,450787,87.743171,2.26,2.6022,265.5441,0.6688,Medium,Buy
XRPUSDT,XRP,2026-03-15T16:25:06.504307,1.4162,1.3923,1.4211,1.3871,1.3922,0.0239,1.717,54234609.2,76139964.54,294687,1.4039,0.034,2.442,258.3757,0.8761,Medium,Buy
DOGEUSDT,Dogecoin,2026-03-15T16:25:06.504307,0.09622,0.09488,0.09746,0.09436,0.09489,0.00134,1.412,620070184.0,59367897.87,402469,0.095744,0.0031,3.2673,147.5092,0.4972,High,Buy
ADAUSDT,Cardano,2026-03-15T16:25:06.504307,0.2658,0.2605,0.2673,0.2585,0.2605,0.0053,2.035,78349953.1,20562621.39,82443,0.262446,0.0088,3.3781,249.4162,1.278,High,Strong Buy
AVAXUSDT,Avalanche,2026-03-15T16:25:06.504307,9.82,9.57,9.87,9.54,9.56,0.25,2.612,931113.48,9016113.35,32437,9.683152,0.33,3.4483,277.9577,1.4133,High,Strong Buy
SHIBUSDT,Shiba Inu,2026-03-15T16:25:06.504307,6e-06,6e-06,6e-06,6e-06,6e-06,-0.0,-0.34,472191205357.0,2771965.09,74125,6e-06,0.0,,37.3958,0.0,Unknown,Sell
DOTUSDT,Polkadot,2026-03-15T16:25:06.504307,1.431,1.439,1.444,1.392,1.439,-0.008,-0.556,5487443.93,7784427.32,33942,1.418589,0.052,3.6136,229.345,0.8749,High,Sell
BTCUSDT,Bitcoin,2026-03-15T16:30:05.528204,71688.66,70649.43,71940.49,70500.0,70649.43,1039.23,1.471,11168.9697,795411649.69,1707712,71216.206436,1440.49,2.0389,465.7762,0.6634,Medium,Buy
ETHUSDT,Ethereum,2026-03-15T16:30:05.528204,2116.01,2073.42,2123.44,2069.19,2073.42,42.59,2.054,128843.5607,269815544.38,1449840,2094.132938,54.25,2.6165,186.1002,1.0447,Medium,Strong Buy
BNBUSDT,Binance Coin,2026-03-15T16:30:05.528204,661.4,652.66,666.55,651.85,652.67,8.74,1.339,52369.795,34441746.15,458704,657.66433,14.7,2.2523,75.0849,0.568,Medium,Buy
SOLUSDT,Solana,2026-03-15T16:30:05.528204,88.27,86.91,88.88,86.62,86.91,1.36,1.565,1364063.206,119693493.26,450414,87.747762,2.26,2.6004,265.7411,0.5952,Medium,Buy
XRPUSDT,XRP,2026-03-15T16:30:05.528204,1.4152,1.3918,1.4211,1.3871,1.3917,0.0234,1.681,54128795.7,75994895.78,294149,1.403964,0.034,2.4429,258.3551,0.8003,Medium,Buy
DOGEUSDT,Dogecoin,2026-03-15T16:30:05.528204,0.0962,0.09494,0.09746,0.09436,0.09495,0.00126,1.327,618464950.0,59216716.47,401344,0.095748,0.0031,3.2652,147.546,0.4721,High,Buy
ADAUSDT,Cardano,2026-03-15T16:30:05.528204,0.2657,0.2606,0.2673,0.2585,0.2606,0.0051,1.957,78211626.6,20526798.93,82409,0.262452,0.0088,3.3768,249.0844,1.2376,High,Buy
AVAXUSDT,Avalanche,2026-03-15T16:30:05.528204,9.81,9.56,9.87,9.54,9.56,0.25,2.615,926818.34,8975465.09,32311,9.684169,0.33,3.4519,277.7836,1.2993,High,Strong Buy
SHIBUSDT,Shiba Inu,2026-03-15T16:30:05.528204,6e-06,6e-06,6e-06,6e-06,6e-06,-0.0,-0.509,469417482249.0,2755602.71,73679,6e-06,0.0,,37.4001,0.0,Unknown,Sell
DOTUSDT,Polkadot,2026-03-15T16:30:05.528204,1.432,1.441,1.444,1.392,1.441,-0.009,-0.625,5510177.29,7816890.94,34079,1.418628,0.052,3.6086,229.3756,0.9426,High,Sell
BTCUSDT,Bitcoin,2026-03-15T16:35:05.629163,71720.94,70681.16,71940.49,70500.0,70681.15,1039.78,1.471,11155.3164,794487578.42,1707140,71220.532941,1440.49,2.038,465.391,0.7026,Medium,Buy
ETHUSDT,Ethereum,2026-03-15T16:35:05.629163,2116.39,2074.07,2123.44,2069.19,2074.06,42.32,2.04,128614.4947,269347103.82,1447477,2094.220441,54.25,2.6156,186.0804,1.0586,Medium,Strong Buy
BNBUSDT,Binance Coin,2026-03-15T16:35:05.629163,661.39,652.76,666.55,651.85,652.76,8.63,1.322,52551.683,34562728.24,458683,657.690225,14.7,2.252,75.3521,0.5625,Medium,Buy
SOLUSDT,Solana,2026-03-15T16:35:05.629163,88.3,86.81,88.88,86.62,86.8,1.49,1.716,1362243.684,119539501.57,450195,87.751922,2.26,2.6034,265.5283,0.6246,Medium,Buy
XRPUSDT,XRP,2026-03-15T16:35:05.629163,1.4147,1.3921,1.4211,1.3871,1.3921,0.0226,1.623,54078151.1,75926432.64,293675,1.404013,0.034,2.4424,258.539,0.7612,Medium,Buy
DOGEUSDT,Dogecoin,2026-03-15T16:35:05.629163,0.09619,0.09497,0.09746,0.09436,0.09497,0.00122,1.285,617738769.0,59148133.87,401068,0.095749,0.0031,3.2642,147.4766,0.4606,High,Buy
ADAUSDT,Cardano,2026-03-15T16:35:05.629163,0.2656,0.2607,0.2673,0.2585,0.2607,0.0049,1.88,78158101.4,20513007.03,82390,0.262455,0.0088,3.3755,248.9745,1.1983,High,Buy
AVAXUSDT,Avalanche,2026-03-15T16:35:05.629163,9.82,9.57,9.87,9.54,9.58,0.25,2.612,925075.05,8959307.87,32266,9.684952,0.33,3.4483,277.6702,1.3944,High,Strong Buy
SHIBUSDT,Shiba Inu,2026-03-15T16:35:05.629163,6e-06,6e-06,6e-06,6e-06,6e-06,-0.0,-0.34,470159709745.0,2759941.86,73685,6e-06,0.0,,37.456,0.0,Unknown,Sell
DOTUSDT,Polkadot,2026-03-15T16:35:05.629163,1.434,1.44,1.444,1.392,1.44,-0.006,-0.417,5507907.64,7813574.14,34103,1.41861,0.052,3.6111,229.1169,1.0849,High,Sell
BTCUSDT,Bitcoin,2026-03-15T16:40:05.781085,71678.8,70698.91,71940.49,70500.0,70698.91,979.89,1.386,11181.6433,796403764.89,1707618,71224.214605,1440.49,2.0375,466.3829,0.6382,Medium,Buy
